chat_id,baseline/test,agent_name,promise_to_pay,promise_amount
VepDaTh8a3,test,Bryan Murphy,1,554.104
OytWKNcDTL,test,Bryan Murphy,1,424.624
R79AgOU,test,Cece Turner,0,N/A
qIrtQuQ,test,Cece Turner,0,N/A
G1LzPQI,test,Cam Woods,1,881.16
I8sp02eglo,test,Cam Woods,1,770.792
M8Ru7T7,test,Cece Turner,0,N/A
w0EodnV,test,Cece Turner,0,N/A
Oi314d3,test,Bryan Murphy,1,67.776
GQ57RTG,test,Cam Woods,1,173.224
laN62Smt51,test,Bryan Murphy,0,N/A
w8jwp3H,test,Cam Woods,1,785.66
OnXZD9jDQ1,test,Cece Turner,0,N/A
1J86ic2,test,Cam Woods,1,503.984
7CFQ6Qocp3,test,Cam Woods,0,N/A
369e560,test,Cece Turner,0,N/A
LfWN6ud0SE,test,Cece Turner,0,N/A
S30YR9A,test,Cece Turner,1,629.944
YMxA8Fx4EI,test,Cece Turner,1,165.224
uPjt1pF,test,Bryan Murphy,1,627.536
2yifuJc2Kq,test,Cece Turner,1,286.24
PFr2oe3,test,Bryan Murphy,0,N/A
3RUoy5W,test,Bryan Murphy,1,280.44
Ud11VLopCc,test,Cam Woods,0,N/A
vq2fz52,test,Cam Woods,0,N/A
27pN3V1,test,Cece Turner,0,N/A
XxgsY4T,test,Bryan Murphy,1,994.85
2Du48pW,test,Cam Woods,1,316.136
O78nLR6,test,Bryan Murphy,1,420.54
rj6Rzo8,test,Cam Woods,0,N/A
43if413,test,Cam Woods,1,907.992
Wx7CY93,test,Cece Turner,1,458.2
i3Mhp26,test,Cam Woods,1,178.808
VrVmb9D,test,Cam Woods,0,N/A
B1b7AOa3EU,test,Cece Turner,0,N/A
cah9XwA,test,Bryan Murphy,0,N/A
sqYnLyI,test,Bryan Murphy,1,764.032
7p1pzo7,test,Cece Turner,0,N/A
Vn9r40V,test,Cam Woods,0,N/A
Ac3WJC5,test,Bryan Murphy,0,N/A
5B3h29iozC,test,Cam Woods,0,N/A
WdTMS8x9rx,test,Bryan Murphy,1,54.192
nm1HaJD,test,Bryan Murphy,1,149.224
mnalgR0,test,Bryan Murphy,0,N/A
6Qxm2ikA43,test,Cece Turner,0,N/A
rxz76p6,test,Bryan Murphy,1,629.352
yol030P,test,Cece Turner,1,575.216
QsT4yOtU1U,test,Cam Woods,1,143.96
l4g6ZZ2,test,Cece Turner,1,492.1
7W1U3mA,test,Cam Woods,1,667.96
hSkA1FK,test,Cece Turner,0,N/A
0mq63UP,test,Bryan Murphy,0,N/A
o119dgnM0o,test,Cam Woods,0,N/A
Onsp98up93,test,Cam Woods,0,N/A
kkCx4o7,test,Cam Woods,0,N/A
q54831J,test,Cece Turner,0,N/A
QCKkNP7,test,Cece Turner,1,987.12
0X34sAI,test,Bryan Murphy,0,N/A
nYfEZA4,test,Cece Turner,0,N/A
03g884q0dq,test,Cam Woods,0,N/A
uIJJex3,test,Cam Woods,1,277.096
lPK1ybM,test,Cam Woods,1,106.21
6FLQ7dmM41,test,Bryan Murphy,0,N/A
AR1uNUM,test,Cece Turner,1,365.784
7pT9vJ7,test,Bryan Murphy,0,N/A
Rs0Jzxp6qo,test,Bryan Murphy,1,233.824
t4fDULlwx6,test,Bryan Murphy,0,N/A
tx24VKmKWF,test,Bryan Murphy,0,N/A
iEa97KfRn7,test,Bryan Murphy,0,N/A
A1BE3ms7xR,test,Bryan Murphy,1,778.96
4wo4fc3,test,Cam Woods,1,747.408
9Cwu9z4,test,Bryan Murphy,0,N/A
43uSLs1,test,Cece Turner,1,687.768
XAnhlxkR9Q,test,Cam Woods,1,268.576
C8Vpm8Q,test,Bryan Murphy,1,375.096
99FGjT8,test,Cece Turner,1,846.77
XY3Zhd6,test,Cece Turner,1,86.6
5q9e6Z7,test,Cece Turner,1,1015.5
y1f8yvO,test,Cam Woods,1,378.688
hohw0HC,test,Bryan Murphy,0,N/A
o6dT01V,test,Bryan Murphy,0,N/A
U910zmW,test,Cam Woods,1,975.84
zvr9283,test,Bryan Murphy,1,333.576
B0Dz2LU,test,Bryan Murphy,0,N/A
48He0ndDQL,test,Cece Turner,0,N/A
jM9diVX,test,Cece Turner,1,351.568
MIf6MYD,test,Cece Turner,1,835.672
27E4zy3,test,Cam Woods,0,N/A
E9u3g9uRmE,test,Cam Woods,1,802.96
v6XQtemEeV,test,Cece Turner,1,666.91
577wQuE,test,Cam Woods,1,222.904
a11McN7,test,Cam Woods,0,N/A
31hNhPW,test,Cece Turner,0,N/A
YGMi49H,test,Cam Woods,0,N/A
IM231C7,test,Cece Turner,0,N/A
Y83QLG4,test,Cece Turner,1,305.944
621jlNX,test,Cece Turner,0,N/A
dH8JL85,test,Cam Woods,0,N/A
cIr0o6oSil,test,Bryan Murphy,1,1103.77
7Rm8ZWr1Is,test,Cece Turner,0,N/A
FQrc9U7,test,Cam Woods,1,394.136
Ok56DvH,test,Cece Turner,1,735.784
69LjWnZ,test,Cam Woods,0,N/A
16K9k8hqJa,test,Cam Woods,1,600.88
36RBz02,test,Cece Turner,0,N/A
ek4CfuA,test,Cece Turner,1,1106.62
nK1I7h1,test,Cece Turner,0,N/A
Lc0yzjI,test,Cam Woods,1,756.63
5xo9jvhCr3,test,Cam Woods,1,309.15
03A58uB,test,Cam Woods,1,346.2
171X524,test,Bryan Murphy,0,N/A
dXGB0fi3JO,test,Cam Woods,0,N/A
4Gn2R2V,test,Cam Woods,1,650.584
sOCOSV3,test,Cece Turner,0,N/A
dN00OC4,test,Cam Woods,1,239.432
lmBkI7T,test,Cam Woods,0,N/A
7dL9IguKlx,test,Bryan Murphy,0,N/A
c2mrY4B,test,Cam Woods,0,N/A
1hdhjX5,test,Cam Woods,1,351.056
0gG8JS6,test,Cam Woods,0,N/A
umQPSDA,test,Cam Woods,0,N/A
G8PB6b9,test,Cece Turner,0,N/A
lW29087,test,Cam Woods,0,N/A
sa85Dt5,test,Cece Turner,0,N/A
625c055,test,Cece Turner,1,920.312
caGlrz1,test,Bryan Murphy,1,876.296
5NV47Df5OY,test,Bryan Murphy,0,N/A
89iOojM,test,Cece Turner,0,N/A
3aqV0xpUW0,test,Bryan Murphy,1,667.6
aLc5oPz5KE,test,Cam Woods,1,914.008
GF9zX5Q,test,Cam Woods,1,579.048
4LBui3L,test,Cece Turner,0,N/A
DKV0d99,test,Bryan Murphy,1,185.872
eaB46i3,test,Cece Turner,1,912.384
fsPD7NX,test,Bryan Murphy,1,575.688
1jl2si0,test,Cam Woods,0,N/A
e6n04NV,test,Bryan Murphy,1,469.39
h74SlQZ,test,Cam Woods,1,577.096
q95f66C,test,Bryan Murphy,1,560.856
355x336,test,Bryan Murphy,0,N/A
4fmX4Nf6FZ,test,Cece Turner,0,N/A
horrlPpJJL,test,Bryan Murphy,1,277.04
8EjrfU4,test,Cece Turner,0,N/A
4GfG6JbePF,test,Cece Turner,0,N/A
ZFM4j7H,test,Cece Turner,0,N/A
6rLsoy7,test,Bryan Murphy,0,N/A
0IGJFxE,test,Bryan Murphy,1,382.55
296vvMkAgY,test,Cece Turner,0,N/A
WN6fw67,test,Cece Turner,0,N/A
A13N7SoFoP,test,Bryan Murphy,0,N/A
fYnn88S,test,Cece Turner,1,811.592
V2e31hhY9h,test,Cam Woods,1,372.352
uYKaG1dn7A,test,Bryan Murphy,0,N/A
lm4fGBs1PO,test,Bryan Murphy,0,N/A
Kq14es4,test,Bryan Murphy,1,152.696
iaWZ808,test,Bryan Murphy,0,N/A
9oB98id0J5,test,Cam Woods,1,255.47
D9zUInik85,test,Bryan Murphy,1,362.07
1h67Z8u2FY,test,Cam Woods,0,N/A
ZGH54kA,test,Bryan Murphy,1,488.09
82RHAtP,test,Bryan Murphy,0,N/A
62BDMjb2Lg,test,Cece Turner,0,N/A
1GV1C66,test,Cam Woods,1,764.248
wP6tLXgWl2,test,Cece Turner,0,N/A
Cr160Q5,test,Bryan Murphy,1,696.456
64mBoyR,test,Cam Woods,1,850.096
2Uhlg5eB1y,test,Cece Turner,1,568.576
6WPO5WA,test,Cece Turner,1,465.12
IoiNq1vxE0,test,Bryan Murphy,0,N/A
DN7veYnOwU,test,Cece Turner,0,N/A
206Vxz6,test,Cam Woods,1,283.176
5dFxjW1,test,Bryan Murphy,1,589.816
XZT06Wg5UD,test,Cam Woods,0,N/A
xd19zJA,test,Cam Woods,0,N/A
9U34G42,test,Cam Woods,1,880.57
4Ho097Z,test,Cam Woods,0,N/A
R5cJvfA,test,Cam Woods,0,N/A
qA5e3lR,test,Cam Woods,0,N/A
6222mmvo5C,test,Cam Woods,0,N/A
A579DTgVjc,test,Cece Turner,0,N/A
2lLp05Q,test,Cam Woods,1,612.656
xaY9O2F,test,Cece Turner,1,554.632
T67VOYu4i4,test,Bryan Murphy,0,N/A
3Nz0j5sF8g,test,Cam Woods,1,751.49
6z4etx7,test,Bryan Murphy,0,N/A
50KDl95,test,Cam Woods,0,N/A
ruCa6KE,test,Bryan Murphy,1,236.96
oZrHU14,test,Cece Turner,0,N/A
HITHGEf95R,test,Bryan Murphy,1,630.36
R4yN1uM,test,Cece Turner,0,N/A
LsxIiUO,test,Cam Woods,0,N/A
9Qh2cIG,test,Bryan Murphy,0,N/A
1KFOlRtP6n,test,Cece Turner,0,N/A
19nfZ32,test,Cece Turner,1,701.72
D1zVhOxHjf,test,Bryan Murphy,1,300.664
ClmAD1F,test,Cece Turner,1,918.36
yZ4V9yZ,test,Cam Woods,1,714.34
0fv0790,test,Cece Turner,1,795.456
LI0k9rC,test,Cam Woods,1,529.392
571z3LS,test,Bryan Murphy,0,N/A
Vj7Xeq2,test,Cam Woods,0,N/A
KL4FeEF,test,Bryan Murphy,1,189.32
3mD1X93,test,Bryan Murphy,0,N/A
pYR0uQ9,test,Cece Turner,0,N/A
1JxeN9z6ZO,test,Cece Turner,1,423.46
D0d3ED2,test,Cam Woods,0,N/A
rtRIG8xzNV,test,Cece Turner,0,N/A
h7D00IwaQd,test,Cam Woods,1,556.256
LjHUK9Y,test,Cece Turner,0,N/A
23bSdn2,test,Bryan Murphy,0,N/A
OqQ3E5zIZt,test,Cece Turner,1,35.032
3kTf4f6,test,Cece Turner,0,N/A
H7B08QiR26,test,Cece Turner,1,1103.18
91oO2EL,test,Cam Woods,1,205.648
E6bMIR1,test,Bryan Murphy,1,98.176
z1YA9IN,test,Cam Woods,0,N/A
JkAIVbO,test,Cece Turner,1,65.912
zpG407Y,test,Bryan Murphy,1,1143.32
XU1qg6P,test,Cece Turner,0,N/A
GV8C1s8,test,Cece Turner,1,811.83
7045d2pym9,test,Cam Woods,0,N/A
718UF9W,test,Bryan Murphy,1,183.032
ld82RFglHj,test,Cece Turner,0,N/A
Kz50rbK,test,Cece Turner,0,N/A
1O699rrzr5,test,Cam Woods,1,1000.75
x5JH0x2,test,Bryan Murphy,0,N/A
5rl5K4dhFM,test,Cece Turner,0,N/A
Lt4ZM9t6z8,test,Cam Woods,0,N/A
I62G17n03T,test,Bryan Murphy,1,305.78
SjRb6UthbC,test,Bryan Murphy,1,574.384
di50GRW,test,Bryan Murphy,1,921.856
gy2U5oO,test,Cam Woods,0,N/A
mvqcT70,test,Bryan Murphy,1,169.08
pVGGBNE,test,Cam Woods,0,N/A
SfDb9DaqvP,test,Bryan Murphy,1,583.632
L8QoFY7,test,Cam Woods,0,N/A
1yjmhdhBGC,test,Bryan Murphy,1,120
Zm88nKl0HV,test,Bryan Murphy,1,581.392
7zuKN0F,test,Bryan Murphy,0,N/A
dnVx9w7,test,Bryan Murphy,1,433.24
9avB7TapOv,test,Bryan Murphy,1,454.896
KvA6jqG,test,Cam Woods,1,415.456
Ohwgc2hg8D,test,Cece Turner,0,N/A
NmRCX7K,test,Cam Woods,1,813.28
1B45cZwwU6,test,Cam Woods,1,83.3
V228Hck25A,test,Cam Woods,1,971.77
31dlozR,test,Cam Woods,0,N/A
s56aVGQ,test,Cam Woods,0,N/A
1DxaZm5,test,Cam Woods,1,830.152
LOtNreqNkd,test,Cam Woods,0,N/A
FowWHRhGoo,test,Cam Woods,1,603.7
UUv5097,test,Cece Turner,0,N/A
4Q7c0H0,test,Cam Woods,1,623.49
7X2S7l8,test,Cece Turner,0,N/A
ws2VPOf5g5,test,Bryan Murphy,1,4.928
NaCpbh5,test,Bryan Murphy,0,N/A
C2Ox7rW,test,Cece Turner,1,453.21
Tm2a504,test,Cece Turner,0,N/A
acG2q1f3F7,test,Cece Turner,0,N/A
Jx6imdk4kz,test,Cam Woods,1,520.04
M36lhBP,test,Bryan Murphy,0,N/A
YH17Zod1WI,test,Cece Turner,1,1070.46
VayI5rtn1W,test,Cece Turner,0,N/A
y0zlK7mF49,test,Cam Woods,0,N/A
h5RxKTY,test,Bryan Murphy,1,522.936
1UjJcV1,test,Cam Woods,0,N/A
5Q3S7bvp8I,test,Cam Woods,0,N/A
mH3uG98,test,Cece Turner,0,N/A
o82uH6sIDc,test,Cece Turner,1,380.056
v502OtC,test,Bryan Murphy,0,N/A
Q7232wj141,test,Cece Turner,0,N/A
yy73B4T,test,Cam Woods,0,N/A
ab9bzA8,test,Cece Turner,0,N/A
0ex6626,test,Bryan Murphy,1,602.04
9Gh35iV,test,Cece Turner,1,712.32
nMNAa33,test,Cece Turner,0,N/A
Ti9UxZ9,test,Bryan Murphy,1,503.064
Voo1Cpb199,test,Bryan Murphy,0,N/A
0XQSNrh1EE,test,Bryan Murphy,0,N/A
e7mQVJtb5R,test,Cam Woods,1,900.312
6PjCLWA,test,Bryan Murphy,0,N/A
ieiPWQ7,test,Bryan Murphy,1,10.808
qU9thU8,test,Cece Turner,1,1117.1
EdyX51hkzx,test,Cam Woods,1,380.304
XL25EnoHHs,test,Bryan Murphy,1,318.144
r38L3mO,test,Bryan Murphy,1,294.56
92b9o57,test,Bryan Murphy,1,1057.59
144076exMG,test,Bryan Murphy,1,613.96
8Quo1obmBe,test,Cam Woods,0,N/A
TsY0511,test,Bryan Murphy,1,362.496
3hF1abeP12,test,Cece Turner,1,421.088
98VA2iL,test,Bryan Murphy,0,N/A
1903zAc3JP,test,Cece Turner,0,N/A
EM7eB2P,test,Cam Woods,0,N/A
50665i4,test,Cece Turner,0,N/A
5550BdurNP,test,Cece Turner,0,N/A
31evOlT,test,Cam Woods,1,126.8
F7t4647,test,Bryan Murphy,1,1092.15
xWJ4MiN,test,Cam Woods,1,665.832
xfljnaqP74,test,Cece Turner,0,N/A
NyI3R0y9mM,test,Cece Turner,0,N/A
dFNzRTQ,test,Cam Woods,0,N/A
43tF3zM,test,Cam Woods,1,452.34
0r2X04e89T,test,Cam Woods,1,258.088
wxdpmDhQEI,test,Cece Turner,1,150.224
I7I8Qwr5bS,test,Cam Woods,0,N/A
P7ormCY,test,Cece Turner,0,N/A
SU598X9,test,Cece Turner,0,N/A
yNO0gRs2u1,test,Cam Woods,1,183.968
s029t5w15c,test,Cam Woods,1,171.64
UKX4P1U,test,Cece Turner,0,N/A
JWqF5zS,test,Cam Woods,1,824.52
bmM0U0B,test,Cece Turner,0,N/A
2hcI3y1,test,Bryan Murphy,0,N/A
fqdh4PdPRA,test,Cece Turner,1,921.76
51ptl9F,test,Cece Turner,0,N/A
sGc1KYM,test,Cam Woods,0,N/A
0K47n9T,test,Bryan Murphy,0,N/A
11BX4pS,test,Bryan Murphy,1,175.48
Nx6De50,test,Cece Turner,1,755.288
3nN8rFA,test,Cam Woods,0,N/A
ib6s76D,test,Cam Woods,1,157.68
3T6v478,test,Cam Woods,1,770.03
wnsmkF3,test,Cam Woods,0,N/A
4ogSQf9,test,Bryan Murphy,0,N/A
m0k6t32,test,Cam Woods,0,N/A
Tl26g19,test,Bryan Murphy,1,858.31
r54NP6Y,test,Bryan Murphy,0,N/A
BI9ur0C,test,Bryan Murphy,0,N/A
klmS07V,test,Cam Woods,1,106.128
COwa72Q,test,Bryan Murphy,0,N/A
v1pCg5u499,test,Cam Woods,0,N/A
7xJ9RQ5,test,Bryan Murphy,0,N/A
n5cZ5ME,test,Bryan Murphy,0,N/A
uMpf4nveVv,test,Cece Turner,0,N/A
Hz3oJM5,test,Cam Woods,0,N/A
8J78Z6L,test,Bryan Murphy,0,N/A
E8bTBpX,test,Bryan Murphy,0,N/A
271iAcL,test,Cece Turner,1,289.96
6kWCbj9,test,Cece Turner,0,N/A
341qWC5,test,Cece Turner,1,426.12
lP2VP41,test,Cece Turner,0,N/A
vXQb0lR,test,Bryan Murphy,0,N/A
0WfYn76,test,Cece Turner,0,N/A
y1h7Z0xc4T,test,Bryan Murphy,0,N/A
kgw365oKAt,test,Cece Turner,1,139.6
0F73le9,test,Cam Woods,0,N/A
6G0U4fB,test,Bryan Murphy,1,386.61
1ArV4mW,test,Bryan Murphy,1,801.08
eM4S245,test,Cam Woods,0,N/A
i0j92MQ,test,Cam Woods,0,N/A
1nd95T0,test,Bryan Murphy,1,838.464
4737Ir2,test,Cece Turner,0,N/A
eXlgM9bI3k,test,Bryan Murphy,1,595.13
Rg0YuBpXS4,test,Bryan Murphy,1,58.768
eRhRc6y6GZ,test,Bryan Murphy,0,N/A
JD2krt3,test,Cece Turner,0,N/A
95P5e3A,test,Bryan Murphy,0,N/A
M3KTW54,test,Bryan Murphy,0,N/A
1TuKDgZ,test,Cam Woods,0,N/A
4j557rL,test,Bryan Murphy,1,605.328
2iy5wvf1V9,test,Cam Woods,0,N/A
Nc0X0q2,test,Bryan Murphy,1,397.736
iAPPRpi2hD,test,Cece Turner,1,6.232
SI35Sp0,test,Cece Turner,1,98.552
hw3yptco0K,test,Bryan Murphy,1,364.656
xT7gIMq0g5,test,Cece Turner,1,115.904
9hxj2rq8Ax,test,Bryan Murphy,1,808.46
1EHThPzf4V,test,Cam Woods,1,64.06
53A5A6F,test,Cam Woods,1,1101.01
lOE957O,test,Cam Woods,1,7.584
7cqOZ6M,test,Bryan Murphy,0,N/A
hcYpr5A,test,Cece Turner,1,559.98
LX5A2dO,test,Bryan Murphy,1,884.872
02pWwL4,test,Cece Turner,1,29.064
6L06kHl6Qi,test,Cece Turner,0,N/A
kpHNuNqjx6,test,Cece Turner,1,571.688
do95Kd2,test,Bryan Murphy,0,N/A
bH9LfqI,test,Bryan Murphy,0,N/A
FWj76rU,test,Cece Turner,1,180.4
BJY1DP0,test,Bryan Murphy,0,N/A
x13CxvF,test,Bryan Murphy,1,20.19
1OuR323,test,Cece Turner,0,N/A
p6ZbO5J,test,Bryan Murphy,0,N/A
06F1970,test,Cece Turner,0,N/A
ZWW4ifq18w,test,Bryan Murphy,1,23.232
52Yx0NeDDg,test,Cece Turner,1,407.352
3nM198yN3E,test,Bryan Murphy,0,N/A
gNuZ9nJ,test,Bryan Murphy,1,555.664
7Ru87HA,test,Cece Turner,0,N/A
bA61TXtK63,test,Bryan Murphy,1,635.904
4x7UEJwAeK,test,Bryan Murphy,0,N/A
541ePHvSgs,test,Cece Turner,0,N/A
a61NyOL,test,Cam Woods,1,10.928
52lEUzl97w,test,Cece Turner,0,N/A
Vu3Jt0Q,test,Cam Woods,0,N/A
sDLe635,test,Cam Woods,0,N/A
S3Lw03X,test,Cam Woods,1,475.392
8aQ9002,test,Cece Turner,0,N/A
ZIIV0wG,test,Bryan Murphy,1,135.68
2H301MR,test,Cam Woods,1,342.216
h5A2tp9,test,Cam Woods,0,N/A
a88woHztV6,test,Cece Turner,0,N/A
sJINNM6,test,Cece Turner,0,N/A
ky1JfHf43v,test,Cece Turner,1,15.37
0eWvFnf6AG,test,Cam Woods,0,N/A
D4rf2cP,test,Cece Turner,1,206.136
iC62OZK,test,Bryan Murphy,0,N/A
YP2tYbI,test,Cece Turner,1,526.416
mcIZ6Hvl26,test,Cam Woods,1,1130.88
2h35JT7,test,Cam Woods,0,N/A
05n7U0G,test,Bryan Murphy,0,N/A
2lUs7d0,test,Cece Turner,0,N/A
8VeJ3dcV70,test,Bryan Murphy,0,N/A
kim6wb3,test,Cece Turner,0,N/A
4YYx2hD,test,Cece Turner,0,N/A
09shn4taka,test,Cece Turner,0,N/A
1Yj0748,test,Cece Turner,0,N/A
PbnU8k7,test,Cece Turner,0,N/A
tOV704S,test,Bryan Murphy,1,407.14
0cW2vxZ,test,Bryan Murphy,0,N/A
L7592AnwUK,test,Cece Turner,0,N/A
wqEy972,test,Bryan Murphy,1,457.24
4F9khvH,test,Cam Woods,1,725.024
95mz9zts6r,test,Cece Turner,0,N/A
nL8Re18,test,Bryan Murphy,0,N/A
CpE7h8fkwk,test,Bryan Murphy,1,926.456
VN1v0w3,test,Cece Turner,0,N/A
U3CUD2Q,test,Cece Turner,1,400.11
4iDkPqjx0X,test,Cece Turner,0,N/A
zrET6m1,test,Bryan Murphy,1,30.44
8l11t7F,test,Cece Turner,0,N/A
LoQwS7j955,test,Cece Turner,1,368.656
9Uh1pRC,test,Cam Woods,0,N/A
Dwi64Y1,test,Bryan Murphy,1,798.24
ke034zrv5O,test,Cece Turner,0,N/A
ZTKg29bPc8,test,Cece Turner,0,N/A
Sgve05tMr6,test,Cam Woods,1,244.232
7lW1130,test,Cam Woods,0,N/A
8fn5zxhcL3,test,Cam Woods,1,333.072
9l8kwTd2kX,test,Cece Turner,0,N/A
8uu8CiqivD,test,Bryan Murphy,1,917.016
MKkqCnV,test,Bryan Murphy,0,N/A
6Rl2K3xBl0,test,Cece Turner,0,N/A
086a7j3,test,Cam Woods,1,583.52
Qz60C76,test,Cece Turner,0,N/A
ucisv23,test,Cam Woods,1,918.07
cX12YLP,test,Cece Turner,0,N/A
Nh6tj87,test,Bryan Murphy,0,N/A
d9g4c82,test,Bryan Murphy,0,N/A
KW25wbA,test,Bryan Murphy,1,161.59
xuC2384,test,Cece Turner,0,N/A
Hett08p767,test,Cece Turner,1,622.408
pC503jH,test,Bryan Murphy,1,576.264
2Bx8mJpNxr,test,Cam Woods,0,N/A
GzVM823,test,Bryan Murphy,0,N/A
p15pP6P,test,Bryan Murphy,0,N/A
3Q38qB8,test,Cece Turner,1,925.896
Yb59r9E,test,Bryan Murphy,0,N/A
sP6N7z5,test,Bryan Murphy,0,N/A
W5eAGAeEny,test,Bryan Murphy,1,306.744
PjGh9T3,test,Cam Woods,0,N/A
264KnA0,test,Bryan Murphy,0,N/A
I6A2I9qTSi,test,Cece Turner,0,N/A
dv3hr44,test,Cece Turner,0,N/A
01jm482,test,Cece Turner,0,N/A
0Q9sKNlzIm,test,Cece Turner,1,848.74
MtYP6uM,test,Cam Woods,0,N/A
CdPa712,test,Bryan Murphy,0,N/A
wS6LjCoHBJ,test,Cam Woods,1,410.24
wZ89ROer5S,test,Cece Turner,0,N/A
Nb84L0y4Q6,test,Cam Woods,1,0.576
NuzC79jNmb,test,Cece Turner,0,N/A
M24NR26,test,Cece Turner,0,N/A
4ryUK28,test,Bryan Murphy,1,727.68
3j69D78,test,Bryan Murphy,1,875.288
IUXD2Z8,test,Bryan Murphy,1,261.592
VO9cSobV38,test,Bryan Murphy,1,784.216
11ALGad0UX,test,Cece Turner,0,N/A
Y22FM7pR3P,test,Bryan Murphy,1,476.176
1dELMM1,test,Bryan Murphy,0,N/A
oHm01rosE7,test,Cam Woods,1,424.33
0Elf370,test,Cece Turner,1,702.824
Kp7djWg141,test,Cece Turner,0,N/A
1EFEs2E,test,Cece Turner,0,N/A
q7Ly9DQ,test,Cece Turner,1,927.488
CGVAOEzA94,test,Bryan Murphy,1,1079.99
Hnv13ix6F1,test,Cece Turner,1,1109.44
rqjvQxR,test,Cece Turner,0,N/A
i2jB2h7,test,Bryan Murphy,1,177.488
LAa4lB3,test,Cece Turner,0,N/A
NZEms90,test,Bryan Murphy,0,N/A
5rNC9sk6za,test,Cam Woods,0,N/A
kEGi61yV6Z,test,Cam Woods,0,N/A
2u7KWy0,test,Bryan Murphy,0,N/A
QoIDXsz1Qn,test,Cece Turner,0,N/A
77M0u6e7yi,test,Cece Turner,1,156.72
fV3oA1uc9B,test,Bryan Murphy,1,197.584
582mIuxI8I,test,Cece Turner,0,N/A
Vtq9mWI,test,Bryan Murphy,1,415.08
e0pj64I,test,Bryan Murphy,0,N/A
dK34rdV,test,Cece Turner,0,N/A
3baLxjL,test,Bryan Murphy,0,N/A
K2055Xi42Q,test,Cece Turner,1,671.256
fDWPYkE,test,Bryan Murphy,0,N/A
768d578,test,Cam Woods,1,814.784
5h9L7zn6zt,test,Cece Turner,1,861.73
ZYkcUy7,test,Cece Turner,0,N/A
nK7V1sN,test,Bryan Murphy,1,700.072
2k7sRMeGfP,test,Cam Woods,0,N/A
9E2i1s5,test,Cam Woods,0,N/A
4SbNHr1,test,Cam Woods,0,N/A
0TliHcK,test,Cam Woods,1,361.88
feZ1I6Y,test,Cam Woods,1,1009.92
M9i72a6,test,Bryan Murphy,1,315.488
5Bp09QZ,test,Bryan Murphy,0,N/A
2fsLOUP,test,Bryan Murphy,1,519.224
8Et1RyhJM3,test,Cece Turner,0,N/A
fZFn2IhS84,test,Cece Turner,0,N/A
pCEZ3hA,test,Bryan Murphy,0,N/A
7KDF9GaETq,test,Cece Turner,0,N/A
1jB6ohq7gZ,test,Bryan Murphy,0,N/A
J01l5zcHj6,test,Cam Woods,0,N/A
2HLiEzQ,test,Cam Woods,1,888.816
09Dim3p9f5,test,Cam Woods,1,473.12
2NIve0S,test,Cece Turner,1,909.4
9ZGm0Wd1G6,test,Bryan Murphy,0,N/A
5x9n308,test,Cece Turner,1,214.136
772XE8v392,test,Cece Turner,1,292.17
Yx6iN47,test,Cam Woods,1,226.296
rSgWfQzW7F,test,Cam Woods,1,736.624
L739QhP,test,Cam Woods,0,N/A
9lO4Q4gImf,test,Cam Woods,1,727.752
Lr69F51,test,Cam Woods,0,N/A
E79DYVV,test,Bryan Murphy,0,N/A
NqiinC8,test,Cece Turner,0,N/A
8mgA66U,test,Cam Woods,1,549.16
YVeMwMc68u,test,Cece Turner,0,N/A
S2q58aU,test,Cam Woods,1,839.48
yF1vBA1,test,Bryan Murphy,1,215.03
P6xPjI5,test,Bryan Murphy,1,638.096
415uEHvhsL,test,Bryan Murphy,1,525.83
HO38lR5,test,Cam Woods,0,N/A
rc6TAOX,test,Bryan Murphy,0,N/A
q2S4bLt7q5,test,Bryan Murphy,1,94.592
9Y5u4XkDas,test,Cam Woods,1,359.304
mcSAJnZ,test,Bryan Murphy,1,804.8
zJ52riD,test,Cece Turner,1,836.8
4oO9hYwi62,test,Cece Turner,1,253.184
0NlXoDO,test,Cece Turner,1,760.536
o46e07xhn9,test,Bryan Murphy,1,641.94
03O0X0C,test,Cece Turner,1,773.168
5vI45XmLLw,test,Cece Turner,1,133.104
y073GjL,test,Cam Woods,0,N/A
2KQ44fU,test,Bryan Murphy,0,N/A
ca76BSkSjX,test,Cece Turner,1,321.136
D9BV357,test,Bryan Murphy,1,209.336
2CBGtpC,test,Bryan Murphy,0,N/A
7v9fnqb4gF,test,Cam Woods,1,29.624
k9mkxJP,test,Bryan Murphy,1,860.27
4I8r183,test,Cam Woods,1,240.208
2u9Y0BA,test,Cece Turner,0,N/A
dmY249H,test,Cece Turner,1,795.288
o33hf3fExk,test,Bryan Murphy,1,475.472
5jQC75mQCH,test,Cam Woods,0,N/A
hnh21zP,test,Cam Woods,1,434.73
3BB0lYa8i9,test,Bryan Murphy,0,N/A
JQkUo9oe9s,test,Cece Turner,1,235.72
JuaeM9U,test,Bryan Murphy,1,256.952
dgRj1Z0,test,Cece Turner,0,N/A
07W5b01,test,Bryan Murphy,1,674.256
Mc83NH9,test,Bryan Murphy,0,N/A
21I5A3K,test,Cece Turner,0,N/A
VNR0kLmQYC,test,Cece Turner,1,65.672
s1P4WDG,test,Cece Turner,0,N/A
3N6jeND,test,Bryan Murphy,1,307.936
Z2Qje3M,test,Bryan Murphy,0,N/A
bZQLyorEth,test,Cece Turner,0,N/A
